replica,cpu,cpu_usage,memory_usage,num_request,previous_tps,expected_tps,response_time,avg_num_request,avg_cpu_usage,avg_response_time
3,9,0.363,0.739,152.4,144.0,152,17.56,152.84333333333333,0.3693333333333333,20.05333333333333
3,7,0.399,0.7606666666666667,160.87,152.0,160,22.99,160.642,0.3847333333333333,21.338
3,5,0.3236666666666666,0.7173333333333334,92.2,160.0,168,218.84,114.80000000000001,0.35083333333333333,176.39
1,9,0.892,0.854,136.0,168.0,176,161.12,136.0,0.892,161.12
1,6,0.597,0.778,92.27,176.0,184,253.95,92.27,0.597,253.95
1,4,0.398,0.717,38.33,184.0,192,630.65,38.33,0.398,630.65
1,6,0.601,0.792,81.8,192.0,200,307.18,92.66666666666667,0.5996666666666667,273.38
3,9,0.4903333333333333,0.726,208.47,200.0,208,22.01,208.47,0.4903333333333333,22.01
2,8,0.6525000000000001,0.782,160.73,208.0,216,163.82,149.0,0.6445000000000001,177.855
3,6,0.4463333333333333,0.7293333333333334,185.13,216.0,224,138.87,185.13,0.4463333333333333,138.87
2,7,0.5715,0.7435,124.27,224.0,232,230.49,124.27,0.5715,230.49
1,5,0.497,0.644,52.4,232.0,240,571.78,52.4,0.497,571.78
3,6,0.4493333333333333,0.7319999999999999,155.27,240.0,248,195.46,161.07,0.43,187.78
2,7,0.5549999999999999,0.71,108.07,248.0,256,297.19,108.07,0.5549999999999999,297.19
2,4,0.304,0.8575,40.07,256.0,264,815.37,40.07,0.304,815.37
1,8,0.798,0.811,134.27,264.0,272,254.23,134.27,0.798,254.23
3,7,0.5219999999999999,0.7563333333333334,222.6,272.0,280,147.91,225.935,0.5245,142.875
2,8,0.642,0.8494999999999999,140.67,280.0,288,255.31,132.7,0.631,271.4
2,5,0.369,0.7685,64.4,288.0,304,586.75,62.68666666666667,0.36683333333333334,609.83
3,7,0.4983333333333333,0.781,196.53,304.0,312,191.87,262.24333333333334,0.586,135.25
3,8,0.7003333333333334,0.8533333333333332,273.67,312.0,320,128.82,273.67,0.7003333333333334,128.82
1,5,0.498,0.736,56.53,320.0,336,748.65,50.43,0.498,855.97
3,6,0.4663333333333333,0.725,126.4,336.0,344,337.9,126.4,0.4663333333333333,337.9
1,9,0.899,0.862,104.27,344.0,352,424.5,144.77666666666667,0.8993333333333333,319.7033333333333
2,7,0.4934999999999999,0.7655,81.47,352.0,360,559.36,110.3,0.5412499999999999,438.155
1,8,0.796,0.849,100.2,360.0,368,466.25,100.2,0.796,466.25
3,7,0.5233333333333333,0.7926666666666667,194.47,368.0,376,237.85,203.0,0.5343333333333334,229.67
3,9,0.691,0.8410000000000001,312.4,376.0,384,142.38,312.4,0.691,142.38
2,9,0.884,0.9815,289.67,384.0,392,167.44,289.67,0.884,167.44
1,5,0.5,0.766,53.0,392.0,400,932.55,50.2,0.5005,995.7049999999999
1,7,0.698,0.724,72.87,400.0,408,699.8,72.87,0.698,699.8
1,5,0.498,0.743,48.33,408.0,416,1094.26,48.33,0.498,1094.26
3,5,0.3659999999999999,0.8113333333333334,116.13,416.0,424,463.29,116.13,0.3659999999999999,463.29
3,9,0.6606666666666666,0.7983333333333333,253.6,424.0,432,207.01,332.1,0.7116666666666667,167.275
2,5,0.4135,0.7845,55.87,432.0,440,965.68,55.87,0.4135,965.68
2,5,0.3715,0.8165,80.4,440.0,448,703.22,80.4,0.3715,703.22
3,8,0.1196666666666666,0.725,24.0,448.0,24,17.51,24.0275,0.10591666666666662,19.150833333333335
1,6,0.245,0.703,32.33,24.0,32,21.25,32.12357142857143,0.25192857142857145,23.30785714285714
3,5,0.1626666666666666,0.8393333333333333,40.13,32.0,40,22.91,40.12413793103448,0.15990804597701147,23.852068965517244
3,9,0.1476666666666666,0.7886666666666667,48.47,40.0,48,17.71,48.167500000000004,0.14858333333333332,18.09875
1,9,0.367,0.755,56.47,48.0,56,18.48,56.233000000000004,0.3721,18.673
2,7,0.288,0.787,64.07,56.0,64,22.28,64.368,0.2562,21.163999999999998
3,4,0.2306666666666667,0.8043333333333332,47.67,64.0,72,189.18,64.9211111111111,0.24303703703703702,89.22166666666666
1,7,0.508,0.738,81.93,72.0,80,22.57,80.40733333333333,0.5046,27.444
2,7,0.344,0.77,88.6,80.0,88,21.4,88.45454545454545,0.32086363636363635,21.36909090909091
1,7,0.571,0.827,96.47,88.0,96,23.96,96.27653846153846,0.5892692307692308,37.362692307692306
1,9,0.628,0.723,104.2,96.0,104,19.25,104.35571428571427,0.6153333333333334,24.33047619047619
2,7,0.421,0.761,112.0,104.0,112,22.76,111.92285714285715,0.38771428571428573,22.565714285714286
1,8,0.769,0.776,121.53,112.0,120,44.98,121.565,0.713,42.985
2,4,0.289,0.9075,37.27,120.0,128,429.08,42.8,0.32199999999999995,377.65
2,8,0.5505,0.696,136.0,128.0,136,34.55,136.0,0.5505,34.55
2,9,0.5285,0.7785,144.0,136.0,144,22.97,144.385,0.4640625,19.91875
3,4,0.2736666666666666,0.89,80.53,144.0,152,235.41,68.9,0.26716666666666666,282.6625
3,6,0.4373333333333333,0.7986666666666666,161.27,152.0,160,40.94,161.0,0.427,35.58
1,8,0.802,0.853,137.07,160.0,168,152.99,137.8175,0.79825,151.3275
1,6,0.598,0.736,92.93,168.0,176,234.25,93.66666666666667,0.5983333333333333,234.64666666666668
2,6,0.5425,0.771,182.27,176.0,184,91.28,181.235,0.5365,96.965
2,6,0.4455,0.7695,79.0,184.0,192,305.89,130.365,0.50675,200.31
1,7,0.698,0.779,110.6,192.0,200,226.87,110.6,0.698,226.87
1,5,0.498,0.757,31.27,200.0,208,826.24,54.333333333333336,0.49899999999999994,540.2533333333333
1,7,0.698,0.799,104.73,208.0,216,257.22,109.965,0.697,246.26500000000001
1,9,0.892,0.789,156.47,216.0,224,177.73,156.47,0.892,177.73
1,8,0.802,0.835,94.93,224.0,232,307.38,94.93,0.802,307.38
1,5,0.5,0.768,47.73,232.0,248,642.61,50.629999999999995,0.5,612.02
3,8,0.5966666666666667,0.7773333333333333,256.93,248.0,256,23.48,256.93,0.5966666666666667,23.48
1,6,0.594,0.756,59.93,256.0,264,550.67,59.93,0.594,550.67
2,5,0.371,0.8165,68.33,264.0,272,502.19,68.33,0.371,502.19
1,9,0.899,0.767,136.47,272.0,280,256.07,136.47,0.899,256.07
2,5,0.3735,0.72,64.27,280.0,288,564.21,65.69999999999999,0.369,551.455
1,4,0.399,0.763,38.13,288.0,296,966.89,38.365,0.399,938.9300000000001
2,7,0.5615,0.8095,113.73,296.0,304,332.67,113.73,0.5615,332.67
1,7,0.697,0.773,84.6,304.0,312,463.02,86.435,0.697,452.53999999999996
1,8,0.794,0.684,70.93,312.0,320,564.67,81.73,0.7986666666666666,495.99333333333334
1,4,0.398,0.734,39.27,320.0,328,1067.46,39.27,0.398,1067.46
2,4,0.3405,0.8285,57.47,328.0,336,735.69,57.47,0.3405,735.69
3,5,0.3646666666666666,0.7873333333333333,109.93,336.0,344,392.86,115.30000000000001,0.36099999999999993,381.61
3,5,0.4059999999999999,0.7393333333333333,121.2,344.0,352,361.25,121.2,0.4059999999999999,361.25
3,4,0.2923333333333333,0.8063333333333333,91.0,352.0,360,504.43,91.0,0.2923333333333333,504.43
1,4,0.398,0.751,42.2,360.0,368,1075.71,42.49,0.39799999999999996,1079.7
3,4,0.3236666666666666,0.8176666666666667,74.0,368.0,376,603.6,74.0,0.3236666666666666,603.6
2,6,0.486,0.74,84.47,376.0,384,579.13,94.24666666666667,0.4763333333333333,519.7666666666667
2,6,0.502,0.8200000000000001,127.53,384.0,392,383.11,127.53,0.502,383.11
3,8,0.5796666666666667,0.7333333333333334,228.2,392.0,400,214.01,228.96499999999997,0.5831666666666666,214.235
3,5,0.41,0.824,111.8,400.0,408,443.87,111.8,0.41,443.87
1,8,0.801,0.727,101.53,408.0,416,512.37,101.53,0.801,512.37
2,9,0.8365,0.91,304.87,416.0,424,170.05,296.33500000000004,0.8400000000000001,176.935
2,5,0.499,0.7170000000000001,72.0,424.0,432,771.73,72.0,0.499,771.73
1,5,0.499,0.69,59.2,432.0,440,930.01,59.2,0.499,930.01
3,6,0.438,0.7933333333333333,162.47,440.0,448,342.32,162.47,0.438,342.32
1,7,0.176,0.702,24.0,448.0,24,17.2,24.03333333333333,0.19066666666666665,19.828333333333333
1,8,0.246,0.705,32.0,24.0,32,17.45,32.079047619047614,0.23514285714285713,19.116190476190475
3,5,0.1623333333333333,0.7813333333333334,40.2,32.0,40,19.85,40.12413793103448,0.15990804597701147,23.852068965517244
2,8,0.1689999999999999,0.766,48.4,40.0,48,16.79,48.154375,0.19103124999999999,18.940625
3,9,0.1633333333333333,0.7953333333333333,56.2,48.0,56,17.79,56.08571428571429,0.16090476190476188,17.837142857142858
2,8,0.2135,0.7,64.53,56.0,64,16.33,64.13818181818182,0.23136363636363635,18.731818181818184
1,4,0.399,0.663,24.47,64.0,72,368.77,49.572,0.399,219.006
2,5,0.354,0.759,77.33,72.0,80,59.87,79.21444444444444,0.3123888888888888,38.30722222222222
1,5,0.501,0.817,79.8,80.0,88,133.5,70.71428571428571,0.49942857142857144,158.9114285714286
3,9,0.263,0.7886666666666667,96.07,88.0,96,17.32,96.35,0.24694999999999995,18.7195
3,8,0.2813333333333333,0.6586666666666666,104.13,96.0,104,17.84,104.37388888888889,0.26770370370370367,19.95777777777778
2,6,0.428,0.7849999999999999,111.27,104.0,112,53.18,111.77,0.42274999999999996,49.394999999999996
2,7,0.3815,0.7110000000000001,120.8,112.0,120,16.97,120.77666666666666,0.39283333333333337,23.25
1,8,0.798,0.732,129.07,120.0,128,77.38,129.07,0.798,77.38
1,7,0.701,0.836,117.53,128.0,136,142.38,117.53,0.701,142.38
1,9,0.898,0.755,139.67,136.0,144,121.41,143.135,0.8334999999999999,54.287
3,5,0.3643333333333333,0.8393333333333333,136.47,144.0,152,109.04,117.145,0.3521111111111111,146.66
2,8,0.589,0.8015,161.0,152.0,160,21.64,161.0,0.589,21.64
1,8,0.8,0.764,129.27,160.0,168,162.14,137.8175,0.79825,151.3275
3,5,0.349,0.758,124.53,168.0,176,165.59,121.43,0.3573333333333333,169.885
1,4,0.398,0.696,41.8,176.0,184,555.11,41.8,0.398,555.11
1,5,0.498,0.684,64.47,184.0,192,372.95,64.47,0.498,372.95
3,9,0.488,0.743,202.27,192.0,200,21.17,201.335,0.46699999999999997,20.525
2,8,0.6020000000000001,0.7585,208.73,200.0,208,20.95,208.73,0.6020000000000001,20.95
1,5,0.5,0.728,48.47,208.0,216,550.8,48.47,0.5,550.8
3,9,0.5216666666666666,0.7906666666666666,225.73,216.0,224,24.08,225.73,0.5216666666666666,24.08
1,6,0.601,0.856,87.8,224.0,232,330.81,87.8,0.601,330.81
2,9,0.7384999999999999,0.823,184.73,232.0,240,156.64,184.73,0.7384999999999999,156.64
2,9,0.7195,0.7529999999999999,167.67,240.0,248,181.56,164.735,0.70325,185.12
2,8,0.7190000000000001,0.7925,255.93,248.0,256,79.27,245.82999999999998,0.7255,98.91999999999999
1,4,0.401,0.629,40.0,256.0,264,822.9,40.0,0.401,822.9
1,4,0.399,0.709,36.87,264.0,272,923.29,36.87,0.399,923.29
1,8,0.796,0.825,120.27,272.0,280,291.39,120.27,0.796,291.39
1,8,0.797,0.92,144.47,280.0,288,249.81,144.47,0.797,249.81
2,7,0.5095,0.7045,119.6,288.0,296,306.88,119.6,0.5095,306.88
1,4,0.398,0.719,37.53,296.0,304,1010.32,33.265,0.397,1165.8500000000001
3,8,0.6086666666666667,0.8473333333333333,270.47,304.0,312,122.45,270.47,0.6086666666666667,122.45
3,7,0.5316666666666666,0.844,207.13,312.0,320,186.75,203.865,0.5109999999999999,190.445
3,4,0.3196666666666667,0.738,78.53,320.0,328,526.69,78.53,0.3196666666666667,526.69
1,6,0.601,0.752,71.2,328.0,336,592.11,72.04666666666667,0.5996666666666667,584.34
3,7,0.4713333333333333,0.7513333333333333,173.4,336.0,344,245.96,185.435,0.5021666666666667,230.615
2,7,0.5705,0.8875,114.6,344.0,352,384.01,114.6,0.5705,384.01
1,7,0.7,0.728,75.53,352.0,360,595.39,75.53,0.7,595.39
2,5,0.4659999999999999,0.903,125.73,360.0,368,370.23,125.73,0.4659999999999999,370.23
2,6,0.4545,0.7215,91.73,368.0,376,525.47,130.965,0.4985,401.365
2,4,0.2855,0.772,39.2,376.0,384,1231.6,39.2,0.2855,1231.6
1,8,0.797,0.757,76.27,384.0,392,662.94,93.626,0.7976000000000001,544.812
1,5,0.501,0.733,47.4,392.0,400,1058.86,50.2,0.5005,995.7049999999999
1,4,0.398,0.749,50.6,400.0,408,1039.31,50.6,0.398,1039.31
2,5,0.4245,0.7464999999999999,74.67,408.0,416,697.78,77.15666666666667,0.393,685.0633333333334
2,8,0.656,0.7715000000000001,150.0,416.0,424,354.98,152.765,0.69075,349.985
3,7,0.509,0.8053333333333333,207.07,424.0,432,261.85,207.07,0.509,261.85
1,4,0.399,0.709,46.93,432.0,440,1159.29,46.93,0.399,1159.29
1,5,0.5,0.695,61.07,440.0,448,924.76,61.07,0.5,924.76
3,8,0.1129999999999999,0.7406666666666667,24.0,448.0,24,18.78,24.0275,0.10591666666666662,19.150833333333335
2,9,0.158,0.7264999999999999,32.0,24.0,32,17.49,32.114,0.1538,18.505000000000003
3,6,0.128,0.7799999999999999,40.0,32.0,40,19.2,40.15208333333333,0.1436111111111111,20.85125
3,6,0.1576666666666666,0.7336666666666667,48.0,40.0,48,18.97,48.127272727272725,0.16603030303030297,20.85363636363636
3,6,0.1783333333333333,0.7833333333333332,56.0,48.0,56,20.52,56.21857142857142,0.1759523809523809,21.30142857142857
1,5,0.437,0.767,72.47,56.0,72,55.05,70.46684210526317,0.4577894736842105,66.16736842105263
1,6,0.597,0.744,75.27,72.0,80,88.15,79.78375,0.51575,43.57125
2,6,0.3994999999999999,0.8049999999999999,87.93,80.0,88,55.62,88.29692307692306,0.3309230769230769,23.38076923076923
1,5,0.499,0.786,79.27,88.0,96,150.87,75.99846153846154,0.4989615384615385,161.2923076923077
3,6,0.297,0.836,103.67,96.0,104,24.03,104.24785714285714,0.2854047619047619,23.93357142857143
2,9,0.4305,0.8095,112.27,104.0,112,18.48,112.50874999999999,0.38299999999999995,19.3775
2,8,0.4465,0.7255,120.47,112.0,120,19.83,120.5,0.44625000000000004,20.229999999999997
2,6,0.4649999999999999,0.762,99.13,120.0,128,153.22,113.92999999999999,0.4305,91.575
1,5,0.501,0.878,73.47,128.0,136,230.29,74.63499999999999,0.4995,227.45499999999998
2,4,0.29,0.775,42.8,136.0,144,423.75,64.23333333333333,0.33670833333333333,352.3875
3,6,0.407,0.7906666666666666,152.4,144.0,152,39.31,152.9,0.3903333333333333,31.3675
3,7,0.4126666666666667,0.765,160.67,152.0,160,19.48,160.642,0.3847333333333333,21.338
3,6,0.4416666666666666,0.7823333333333333,167.93,160.0,168,52.01,162.56,0.41500000000000004,56.086
3,8,0.4096666666666667,0.735,176.67,168.0,176,18.21,176.67,0.4096666666666667,18.21
1,8,0.797,0.82,142.27,176.0,184,161.45,144.135,0.799,159.20499999999998
3,6,0.4703333333333333,0.8059999999999999,192.0,184.0,192,63.75,192.0,0.4703333333333333,63.75
2,7,0.5675,0.845,203.6,192.0,200,23.04,203.6,0.5675,23.04
2,5,0.3795,0.789,69.8,200.0,208,379.96,69.8,0.3795,379.96
1,7,0.696,0.845,115.2,208.0,216,235.31,109.965,0.697,246.26500000000001
1,8,0.794,0.815,127.0,216.0,224,220.57,127.0,0.794,220.57
2,6,0.4629999999999999,0.7825,92.27,224.0,232,319.3,86.5,0.43949999999999995,340.605
3,6,0.418,0.8436666666666667,138.33,232.0,240,211.1,138.33,0.418,211.1
3,7,0.4926666666666666,0.7640000000000001,176.73,240.0,248,166.29,176.73,0.4926666666666666,166.29
1,6,0.601,0.839,74.73,248.0,256,431.34,74.73,0.601,431.34
1,9,0.893,0.787,141.8,256.0,264,231.55,154.3,0.895,214.47500000000002
3,8,0.5986666666666668,0.7943333333333333,277.53,264.0,272,33.28,276.83,0.5930000000000001,34.385000000000005
3,4,0.289,0.8346666666666667,78.8,272.0,280,445.42,84.535,0.30866666666666664,411.20000000000005
2,8,0.62,0.7245,124.73,280.0,288,287.49,132.7,0.631,271.4
3,8,0.6066666666666667,0.8029999999999999,301.87,288.0,296,35.38,301.87,0.6066666666666667,35.38
3,8,0.5533333333333333,0.737,215.8,296.0,304,166.02,259.5,0.6154999999999999,121.92500000000001
1,7,0.697,0.682,88.27,304.0,312,442.06,86.435,0.697,452.53999999999996
3,4,0.2893333333333333,0.8353333333333334,72.6,312.0,320,578.99,72.6,0.2893333333333333,578.99
1,8,0.801,0.731,104.53,320.0,328,393.34,104.53,0.801,393.34
3,9,0.7036666666666666,0.7833333333333332,341.27,328.0,336,44.55,341.27,0.7036666666666666,44.55
3,9,0.7423333333333333,0.799,348.13,336.0,344,62.52,348.13,0.7423333333333333,62.52
2,6,0.4695,0.7765,101.13,344.0,352,434.01,101.13,0.4695,434.01
2,5,0.43,0.8185,117.13,352.0,360,381.54,88.72999999999999,0.405,560.315
3,5,0.354,0.848,118.73,360.0,368,383.09,115.83000000000001,0.381,393.635
3,7,0.551,0.7786666666666666,232.93,368.0,376,199.21,203.0,0.5343333333333334,229.67
3,6,0.4343333333333333,0.754,128.6,376.0,384,368.65,128.6,0.4343333333333333,368.65
3,4,0.3556666666666667,0.9136666666666668,86.2,384.0,392,568.97,86.2,0.3556666666666667,568.97
2,9,0.7285,0.8395,191.07,392.0,400,261.71,191.07,0.7285,261.71
3,9,0.7616666666666667,0.9086666666666666,380.6,400.0,408,124.55,380.6,0.7616666666666667,124.55
2,5,0.3775,0.851,81.47,408.0,416,640.85,77.15666666666667,0.393,685.0633333333334
3,4,0.3123333333333333,0.8713333333333333,83.6,416.0,424,660.7,79.565,0.3361666666666666,684.155
1,7,0.696,0.79,87.13,424.0,440,636.78,87.13,0.696,636.78
1,9,0.901,0.729,113.13,440.0,448,498.96,110.465,0.901,511.65
1,8,0.185,0.724,24.0,448.0,24,17.28,24.083333333333332,0.19191666666666665,19.07
3,7,0.126,0.783,32.27,24.0,32,17.46,32.056315789473686,0.12242105263157893,19.780526315789473
2,6,0.1945,0.7005,40.2,32.0,40,20.45,40.18764705882353,0.18799999999999997,21.69235294117647
3,8,0.1706666666666666,0.8126666666666668,48.2,40.0,48,18.41,48.19,0.16688888888888886,19.278333333333332
1,5,0.353,0.84,56.47,48.0,56,26.43,56.10176470588235,0.3772941176470588,35.72411764705882
3,9,0.186,0.735,64.27,56.0,64,17.47,64.28714285714285,0.17933333333333332,18.298571428571428
3,9,0.1976666666666666,0.7093333333333334,72.07,64.0,72,18.16,72.223,0.19539999999999996,18.7065
2,7,0.273,0.7765,80.07,72.0,80,15.58,80.16083333333333,0.3076666666666667,21.645
2,5,0.4165,0.8165,75.4,80.0,88,107.83,81.66666666666667,0.36308333333333337,73.455
1,9,0.635,0.774,95.87,88.0,96,22.42,96.27541666666667,0.5818333333333333,22.3025
2,4,0.311,0.864,43.2,96.0,104,302.53,57.21684210526316,0.3189473684210526,274.84999999999997
3,8,0.302,0.719,112.6,104.0,112,19.58,112.51199999999999,0.27806666666666663,18.762
3,7,0.2843333333333334,0.7273333333333333,120.93,112.0,120,21.08,120.93,0.2843333333333334,21.08
3,5,0.3886666666666666,0.7936666666666666,123.07,120.0,128,74.37,115.69999999999999,0.3798333333333333,85.06
3,7,0.3286666666666666,0.7869999999999999,136.2,128.0,136,18.79,136.2,0.3404999999999999,20.119999999999997
1,7,0.696,0.863,131.73,136.0,144,133.32,119.78857142857143,0.6985714285714285,151.56857142857143
1,6,0.598,0.871,95.27,144.0,152,200.12,93.18,0.598,205.06333333333336
1,7,0.697,0.758,92.2,152.0,160,216.28,92.2,0.697,216.28
3,4,0.2776666666666667,0.891,78.73,160.0,168,264.83,74.16499999999999,0.28049999999999997,282.97
3,6,0.4376666666666666,0.797,175.8,168.0,176,62.28,175.8,0.4376666666666666,62.28
2,7,0.52,0.7955,125.0,176.0,184,181.75,155.1,0.55,105.975
3,4,0.249,0.7713333333333333,72.0,184.0,192,343.72,72.0,0.249,343.72
3,6,0.413,0.7153333333333333,135.07,192.0,200,180.59,135.07,0.413,180.59
2,9,0.7205,0.829,171.2,200.0,208,139.75,189.765,0.6937500000000001,89.515
1,9,0.891,0.987,173.87,208.0,216,153.46,169.97,0.8915,158.29500000000002
3,7,0.5063333333333333,0.8246666666666668,205.27,216.0,232,118.5,205.27,0.5063333333333333,118.5
3,5,0.3746666666666666,0.7863333333333333,118.27,232.0,240,256.45,154.1,0.4185,201.02499999999998
2,7,0.5105,0.8125,100.33,240.0,248,316.56,100.33,0.5105,316.56
1,9,0.899,0.844,156.73,248.0,256,201.45,159.23250000000002,0.89925,200.0675
3,5,0.35,0.8066666666666666,101.27,256.0,264,320.0,101.27,0.35,320.0
2,9,0.778,0.768,239.33,264.0,272,130.89,243.34750000000003,0.78225,106.57
2,7,0.5005,0.7310000000000001,97.33,272.0,280,367.04,102.93,0.518,347.755
3,7,0.5333333333333333,0.7136666666666667,183.13,280.0,288,191.22,183.13,0.5333333333333333,191.22
1,7,0.702,0.746,87.87,288.0,296,419.5,93.64666666666666,0.701,399.6266666666667
1,4,0.396,0.961,29.0,296.0,304,1321.38,33.265,0.397,1165.8500000000001
2,7,0.5405,0.74,117.93,304.0,312,329.73,177.4,0.61575,245.47000000000003
3,9,0.6686666666666666,0.8220000000000001,322.87,312.0,320,58.74,322.87,0.6686666666666666,58.74
3,9,0.693,0.8140000000000001,328.8,320.0,328,49.43,329.66499999999996,0.6786666666666666,38.269999999999996
1,8,0.8,0.753,101.07,328.0,336,415.87,101.07,0.8,415.87
1,9,0.894,0.75,82.6,336.0,344,519.84,82.6,0.894,519.84
3,9,0.6713333333333332,0.8443333333333333,281.33,344.0,352,140.57,281.33,0.6713333333333332,140.57
2,6,0.4415,0.7285,89.47,352.0,360,508.6,94.435,0.455,477.17
3,7,0.5243333333333333,0.7360000000000001,195.87,360.0,368,232.72,195.87,0.5243333333333333,232.72
3,7,0.5286666666666667,0.7999999999999999,181.6,368.0,376,251.95,203.0,0.5343333333333334,229.67
2,6,0.47,0.8160000000000001,100.4,376.0,384,476.57,94.24666666666667,0.4763333333333333,519.7666666666667
3,6,0.441,0.7639999999999999,142.47,384.0,392,340.56,142.47,0.441,340.56
3,8,0.5866666666666667,0.7923333333333334,229.73,392.0,400,214.46,228.96499999999997,0.5831666666666666,214.235
2,8,0.77,0.896,280.07,400.0,408,179.27,223.935,0.71225,241.36
2,8,0.7775000000000001,0.9215,292.07,408.0,416,176.27,292.07,0.7775000000000001,176.27
1,7,0.7,0.701,79.27,416.0,424,676.17,79.27,0.7,676.17
1,9,0.897,0.709,83.47,424.0,432,645.58,104.0,0.897,540.315
2,8,0.5995,0.7875,136.0,432.0,440,413.38,167.71,0.6546666666666666,339.51
1,6,0.6,0.782,72.4,440.0,448,762.33,73.535,0.5994999999999999,757.77
2,7,0.113,0.667,24.0,448.0,24,16.93,24.075,0.12218749999999999,18.01375
2,4,0.2515,1.021,31.93,24.0,32,64.41,29.94695652173913,0.20630434782608695,62.20260869565218
3,4,0.1263333333333333,0.9423333333333336,40.47,32.0,40,21.82,40.07392857142857,0.1712738095238095,33.20178571428571
2,4,0.192,0.7324999999999999,47.73,40.0,48,30.5,40.544999999999995,0.23424999999999999,103.06
1,5,0.361,0.891,56.27,48.0,56,34.03,56.10176470588235,0.3772941176470588,35.72411764705882
3,4,0.23,0.83,47.8,56.0,64,166.51,58.36,0.23819999999999997,89.69800000000001
3,7,0.2063333333333333,0.7743333333333333,72.27,64.0,72,16.93,72.19631578947369,0.2074912280701754,19.92684210526316
3,5,0.2483333333333333,0.7933333333333333,79.27,72.0,80,32.71,79.64214285714286,0.25371428571428567,32.645714285714284
3,5,0.3146666666666666,0.7753333333333333,87.87,80.0,88,50.05,88.29666666666667,0.26199999999999996,32.150000000000006
3,5,0.3303333333333333,0.7593333333333333,89.53,88.0,96,113.04,95.4084,0.2987066666666667,42.607600000000005
1,4,0.401,0.83,40.4,96.0,104,322.06,47.741176470588236,0.39941176470588236,306.25470588235294
3,6,0.3393333333333333,0.823,111.93,104.0,112,37.16,112.1325,0.2978333333333333,27.627499999999998
1,9,0.795,0.729,119.87,112.0,120,39.21,120.535,0.69925,25.5375
3,8,0.2996666666666667,0.6993333333333333,128.8,120.0,128,18.71,128.7,0.2941666666666667,20.185000000000002
1,4,0.399,0.827,42.8,128.0,136,402.1,42.8,0.399,402.1
2,6,0.453,0.848,144.67,136.0,144,25.35,140.0,0.461125,48.905
3,8,0.359,0.7600000000000001,152.67,144.0,152,23.51,152.67,0.359,23.51
3,7,0.367,0.7413333333333334,160.87,152.0,160,21.37,160.642,0.3847333333333333,21.338
3,8,0.4183333333333334,0.7526666666666667,168.2,160.0,168,22.58,168.53333333333333,0.4057777777777778,21.183333333333334
2,4,0.3055,0.7475,36.47,168.0,176,617.61,36.47,0.3055,617.61
3,6,0.3899999999999999,0.7543333333333333,138.93,176.0,184,154.03,138.93,0.3899999999999999,154.03
2,9,0.647,0.757,192.07,184.0,192,29.06,192.07,0.647,29.06
3,8,0.487,0.733,200.33,192.0,200,21.44,200.33,0.487,21.44
2,4,0.279,0.8220000000000001,36.93,200.0,208,687.62,36.93,0.279,687.62
1,4,0.397,0.979,60.67,208.0,216,447.93,51.5,0.3985,546.565
2,4,0.284,0.9635,55.2,216.0,224,522.73,55.2,0.284,522.73
1,5,0.499,0.712,64.8,224.0,232,444.94,66.535,0.4995,433.135
2,5,0.372,0.7945,60.87,232.0,240,509.59,60.87,0.372,509.59
2,9,0.687,0.7345,161.8,240.0,248,188.68,164.735,0.70325,185.12
2,4,0.2905,0.8514999999999999,43.53,248.0,256,724.25,43.53,0.2905,724.25
2,7,0.548,0.7135,128.67,256.0,264,257.53,182.3,0.59875,192.79
3,7,0.496,0.7433333333333335,201.6,264.0,272,158.35,217.465,0.5118333333333334,142.0
3,4,0.3283333333333333,0.7896666666666666,90.27,272.0,280,376.98,84.535,0.30866666666666664,411.20000000000005
1,6,0.599,0.727,69.53,280.0,288,519.76,69.53,0.599,519.76
2,8,0.7405,0.798,255.4,288.0,296,134.03,255.4,0.7405,134.03
1,6,0.598,0.68,70.8,296.0,304,529.59,70.8,0.598,529.59
2,7,0.691,0.784,236.87,304.0,312,161.21,177.4,0.61575,245.47000000000003
3,7,0.4903333333333333,0.7816666666666666,200.6,312.0,320,194.14,203.865,0.5109999999999999,190.445
1,5,0.499,0.755,57.13,320.0,328,724.71,59.0,0.498,696.625
1,6,0.6,0.799,73.27,328.0,336,575.46,72.04666666666667,0.5996666666666667,584.34
1,8,0.796,0.748,107.93,336.0,344,402.69,107.93,0.796,402.69
2,4,0.3385,0.8945,49.73,344.0,352,873.95,49.73,0.3385,873.95
3,9,0.6456666666666667,0.7763333333333334,274.67,352.0,360,149.86,318.47,0.667,95.14000000000001
2,6,0.4509999999999999,0.7715000000000001,68.67,360.0,368,674.92,68.67,0.4509999999999999,674.92
2,8,0.611,0.7284999999999999,138.27,368.0,376,337.12,203.87,0.69625,255.39499999999998
2,8,0.641,0.726,139.47,376.0,384,348.4,182.91,0.6895000000000001,272.1033333333333
1,8,0.799,0.696,94.33,384.0,392,522.38,93.626,0.7976000000000001,544.812
1,8,0.8,0.744,73.6,392.0,400,683.34,73.6,0.8,683.34
3,4,0.31,1.0103333333333333,74.47,400.0,408,679.92,74.47,0.31,679.92
2,4,0.321,0.863,45.87,408.0,416,1081.72,45.87,0.321,1081.72
2,4,0.2785,0.889,59.87,416.0,424,942.12,57.5,0.3065,992.5050000000001
1,8,0.799,0.729,93.07,424.0,432,577.95,101.235,0.798,533.33
