replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,reward
3,6,0.217,72.33,48.0,72.0,27.6,-1.260835648569318
2,4,0.2615,24.27,72.0,96.0,486.18,-1.6982932071931705
1,5,0.5,77.8,96.0,120.0,194.48,-0.8907143186193913
2,5,0.433,100.67,120.0,144.0,176.12,-1.335333688084815
3,7,0.3113333333333333,119.8,144.0,120.0,25.22,-1.6492423364194928
2,5,0.3285,96.47,120.0,96.0,31.89,-0.874635158533978
1,5,0.481,72.73,96.0,72.0,41.22,-0.6337596456795662
3,6,0.1623333333333333,48.07,72.0,48.0,22.14,-1.3150172670409859
2,9,0.125,24.0,48.0,24.0,19.5,-1.3113088031133822
1,9,0.336,48.53,24.0,48.0,20.34,-1.0332368719227476
2,6,0.2455,72.33,48.0,72.0,23.55,-1.0205744335950289
2,7,0.3655,96.2,72.0,96.0,21.95,-0.9957406621819225
2,6,0.397,120.6,96.0,120.0,33.24,-0.8997091123476946
3,5,0.3819999999999999,146.93,120.0,144.0,40.75,-1.04564893455789
2,8,0.4335,120.33,144.0,120.0,20.73,-1.0266303357007232
2,6,0.3605,94.87,120.0,96.0,25.89,-1.3308375527161496
3,7,0.2103333333333333,72.27,96.0,72.0,20.36,-1.329706447497912
3,9,0.1523333333333333,48.33,72.0,48.0,20.52,-1.5039899858008212
1,5,0.211,24.0,48.0,24.0,26.59,-0.856881252891589
2,7,0.239,48.13,24.0,48.0,19.83,-1.091565229786371
2,7,0.2665,72.67,48.0,72.0,21.91,-1.0692363472407609
1,4,0.402,56.33,72.0,96.0,213.21,-0.904676465430472
1,7,0.691,121.8,96.0,120.0,72.04,-0.6860939254252394
3,6,0.3843333333333333,145.73,120.0,144.0,28.6,-1.1225988379338347
3,6,0.2923333333333333,120.27,144.0,120.0,26.07,-1.19381586580841
1,6,0.549,96.8,120.0,96.0,56.42,-0.6757975897736466
2,8,0.2845,72.33,96.0,72.0,20.71,-1.1237371948585255
2,6,0.183,48.13,72.0,48.0,23.08,-1.0800394460865053
2,5,0.14,24.2,48.0,24.0,24.04,-1.068214493149209
1,5,0.318,48.2,24.0,48.0,26.13,-0.7538625400634309
1,9,0.435,72.0,48.0,72.0,28.12,-0.9747572503730155
1,5,0.499,52.13,72.0,96.0,230.3,-1.2544591636926616
2,8,0.391,120.4,96.0,120.0,22.37,-1.0525105801364438
3,7,0.3249999999999999,144.2,120.0,144.0,19.35,-1.2384687308764981
2,4,0.267,34.8,144.0,120.0,430.97,-1.6616757273542018
3,5,0.2753333333333333,96.87,120.0,96.0,33.08,-1.1359767392486941
3,9,0.207,72.0,96.0,72.0,19.27,-1.463414424673188
1,8,0.327,48.13,72.0,48.0,20.18,-0.9644275361103887
1,5,0.159,24.0,48.0,24.0,22.78,-0.9154891072410747
1,8,0.315,48.13,24.0,48.0,19.09,-0.9726169044719364
1,4,0.399,67.27,48.0,72.0,131.53,-1.0279108942008097
1,5,0.5,70.53,72.0,96.0,170.2,-0.8436753596920179
1,8,0.663,120.27,96.0,120.0,29.7,-0.7785903154862148
2,5,0.394,98.93,120.0,144.0,176.58,-1.3697298498236687
1,7,0.668,120.87,144.0,120.0,49.35,-0.6962444669110055
2,5,0.433,96.47,120.0,96.0,67.74,-0.7949023758494367
2,8,0.2625,72.07,96.0,72.0,19.0,-1.1396698328721477
2,4,0.266,38.2,72.0,48.0,141.12,-1.3397275546463276
1,5,0.181,24.33,48.0,24.0,25.75,-0.8899477882102338
1,4,0.401,38.0,24.0,48.0,157.17,-0.7926492927223616
2,5,0.3085,72.13,48.0,72.0,33.75,-0.8918879389765622
1,6,0.537,94.47,72.0,96.0,48.58,-1.0888219278230622
1,8,0.687,120.4,96.0,120.0,33.13,-0.7680678548887745
3,5,0.3456666666666666,144.8,120.0,144.0,41.64,-1.0742791691203197
3,7,0.288,120.27,144.0,120.0,22.2,-1.2662921844363773
3,8,0.2343333333333333,96.07,120.0,96.0,19.42,-1.3746306867198381
3,9,0.2436666666666667,72.47,96.0,72.0,24.6,-1.4375477725623882
2,4,0.279,28.73,72.0,48.0,208.46,-1.433316102848357
1,5,0.19,24.07,48.0,24.0,20.39,-0.8798186883699195
2,8,0.1875,48.13,24.0,48.0,21.33,-1.1973997217749626
3,8,0.1716666666666666,73.2,48.0,72.0,20.37,-1.4242066487304736
1,9,0.534,96.0,72.0,96.0,23.59,-0.9223692091695435
1,5,0.498,85.13,96.0,120.0,176.75,-1.1582254199846738
1,6,0.599,93.73,120.0,144.0,193.0,-1.21679757025557
1,8,0.754,120.27,144.0,120.0,60.99,-0.7403096740456665
2,7,0.3355,96.4,120.0,96.0,21.15,-1.0169249923423669
2,6,0.2804999999999999,72.2,96.0,72.0,21.76,-0.9898822097983422
3,8,0.1643333333333333,48.53,72.0,48.0,20.51,-1.4302660101174034
1,8,0.173,24.2,48.0,24.0,19.6,-1.0794545360977779
3,4,0.1763333333333333,48.53,24.0,48.0,44.24,-1.1684206299666386
2,5,0.3455,53.13,48.0,72.0,141.18,-1.380357004150568
2,9,0.301,96.53,72.0,96.0,19.55,-1.1852437651799181
1,9,0.662,121.13,96.0,120.0,38.61,-0.8626402974163054
1,5,0.5,78.8,120.0,144.0,228.39,-0.9512102813777621
2,9,0.41,120.33,144.0,120.0,20.23,-1.1186675967966617
1,8,0.589,96.2,120.0,96.0,28.16,-0.813094904331227
3,8,0.1949999999999999,72.2,96.0,72.0,20.8,-1.405292268735694
3,6,0.1546666666666666,48.8,72.0,48.0,23.81,-1.32301833384274
2,4,0.24,24.67,48.0,24.0,45.69,-0.8772916634324068
1,4,0.343,48.27,24.0,48.0,31.86,-0.645945924287211
3,8,0.1973333333333333,72.0,48.0,72.0,21.47,-1.4034309957984714
3,4,0.3013333333333333,85.4,72.0,96.0,103.93,-1.4742795651407536
1,8,0.728,120.27,96.0,120.0,31.64,-0.7508063779608098
2,7,0.486,144.6,120.0,144.0,30.62,-0.9192344442867972
2,9,0.4345,120.73,144.0,120.0,21.46,-1.1047809871774417
2,8,0.3835,96.8,120.0,96.0,20.29,-1.0572221206601002
1,8,0.436,72.2,96.0,72.0,25.11,-0.8954061077594442
3,5,0.1716666666666666,48.07,72.0,48.0,24.17,-1.2443027705679595
1,8,0.187,24.27,48.0,24.0,19.85,-1.0680587820167933
3,4,0.1933333333333333,47.87,24.0,48.0,37.26,-1.5476701011965157
3,8,0.1956666666666666,72.47,48.0,72.0,20.62,-1.4047599224023108
3,5,0.305,97.0,72.0,96.0,42.36,-1.108890879672619
1,8,0.69,120.4,96.0,120.0,51.31,-0.7667746046408686
3,9,0.397,144.4,120.0,144.0,21.76,-1.340103065205016
3,7,0.2893333333333333,119.8,144.0,120.0,23.26,-1.6659311413309972
1,6,0.574,96.6,120.0,96.0,62.87,-0.6624682494096943
3,6,0.2023333333333333,72.33,96.0,72.0,22.71,-1.2748911041397668
3,7,0.157,48.13,72.0,48.0,21.33,-1.3775111769265922
1,4,0.202,24.0,48.0,24.0,24.03,-0.7921494717171131
3,5,0.15,48.0,24.0,48.0,22.33,-1.2699224537489688
1,7,0.444,73.13,48.0,72.0,33.43,-0.814674874326663
2,4,0.2775,31.47,72.0,96.0,386.85,-1.6206479567536063
1,5,0.5,81.47,96.0,120.0,185.25,-0.8735882764581617
1,7,0.7,127.33,120.0,144.0,140.77,-0.8313042305903151
1,7,0.669,120.53,144.0,120.0,61.42,-0.6957961692186383
1,7,0.581,96.27,120.0,96.0,29.05,-0.7378033354351605
1,8,0.464,72.2,96.0,72.0,23.71,-0.879142559534837
3,7,0.157,48.47,72.0,48.0,21.13,-1.3775111769265922
3,6,0.1243333333333333,24.07,48.0,24.0,20.63,-1.3556964796115714
2,4,0.267,29.0,24.0,48.0,203.81,-1.4423277031330657
1,4,0.399,63.73,48.0,72.0,140.49,-1.0494379414823274
3,6,0.2916666666666667,96.87,72.0,96.0,24.77,-1.1943728163128935
1,9,0.721,120.07,96.0,120.0,26.67,-0.8378421021431821
2,7,0.4935,144.4,120.0,144.0,32.98,-0.9148940417849596
3,7,0.2726666666666666,120.47,144.0,120.0,22.13,-1.2782606467462507
1,5,0.499,85.67,120.0,96.0,139.38,-1.0681835441434255
3,5,0.2153333333333333,72.53,96.0,72.0,29.15,-1.1959232213859377
1,6,0.333,48.07,72.0,48.0,23.9,-0.817329528513927
3,6,0.0983333333333333,24.0,48.0,24.0,21.63,-1.3850517482670097
3,4,0.1736666666666666,48.13,24.0,48.0,30.51,-1.1719307457807653
3,6,0.202,72.07,48.0,72.0,24.4,-1.2752145563507749
1,4,0.4,46.73,72.0,96.0,256.45,-0.9682708444385324
3,5,0.3376666666666666,123.4,96.0,120.0,45.49,-1.080867455302068
3,6,0.3713333333333333,144.4,120.0,144.0,32.48,-1.1320119113764457
3,7,0.297,121.33,144.0,120.0,22.01,-1.2593883535266852
3,9,0.2606666666666666,96.13,120.0,96.0,20.94,-1.4259079670173165
2,8,0.286,72.2,96.0,72.0,20.88,-1.122666750873613
2,6,0.221,48.0,72.0,48.0,21.75,-1.0431494857456425
3,4,0.1306666666666666,24.07,48.0,24.0,31.55,-1.2318850598874038
1,4,0.329,47.73,24.0,48.0,63.66,-1.0605247573776766
1,7,0.516,72.47,48.0,72.0,23.14,-0.7724041499899748
1,7,0.603,98.27,72.0,96.0,30.23,-0.7268013971680083
3,6,0.304,120.27,96.0,120.0,25.87,-1.184168741214867
2,7,0.4659999999999999,144.33,120.0,144.0,22.72,-0.9310387980516059
1,4,0.401,56.07,144.0,120.0,269.39,-0.9814443209791366
3,6,0.263,96.67,120.0,96.0,24.63,-1.2189166516472068
3,6,0.198,71.8,96.0,72.0,21.54,-1.680222776533752
1,4,0.342,47.73,72.0,48.0,42.2,-1.0490682110873453
1,5,0.192,24.2,48.0,24.0,21.92,-0.8775924302043785
1,7,0.349,48.13,24.0,48.0,20.08,-0.8775353610304066
1,5,0.458,70.27,48.0,72.0,53.07,-1.058156543327084
2,9,0.3635,96.47,72.0,96.0,21.89,-1.1460863999931536
1,4,0.401,57.93,96.0,120.0,258.64,-0.9709633712012471
2,6,0.4629999999999999,145.73,120.0,144.0,47.27,-0.8558779510034811
3,5,0.3163333333333333,119.4,144.0,120.0,54.55,-1.5009653894373565
1,8,0.601,96.8,120.0,96.0,32.5,-0.8072805091424144
3,5,0.2433333333333333,72.53,96.0,72.0,22.26,-1.167052069758307
1,8,0.277,48.2,72.0,48.0,20.13,-0.9993753706354735
1,7,0.18,24.2,48.0,24.0,20.56,-1.0127916194402782
2,7,0.1995,48.13,24.0,48.0,20.51,-1.1252121388566434
1,9,0.471,72.2,48.0,72.0,23.24,-0.9550371195686784
1,4,0.4,57.93,72.0,96.0,209.96,-0.8946818443213087
3,9,0.2826666666666667,120.4,96.0,120.0,20.93,-1.4111674021244034
2,8,0.4895,144.6,120.0,144.0,25.5,-0.9945625618475269
2,9,0.395,121.6,144.0,120.0,26.54,-1.1273580688935774
2,8,0.3215,96.07,120.0,96.0,21.2,-1.0979100055638962
2,7,0.268,72.33,96.0,72.0,23.39,-1.068043453912088
1,5,0.331,48.13,72.0,48.0,23.08,-0.7427824268376131
2,7,0.106,24.13,48.0,24.0,22.28,-1.2128481998406806
1,9,0.306,48.53,24.0,48.0,22.55,-1.052265883166514
1,9,0.415,72.0,48.0,72.0,20.45,-0.9860585568753524
2,7,0.3505,96.4,72.0,96.0,22.19,-1.0062193441215763
3,6,0.3146666666666666,120.07,96.0,120.0,23.45,-1.1755111715268085
1,4,0.399,51.73,120.0,144.0,348.77,-1.3599230760104877
1,7,0.675,119.8,144.0,120.0,72.56,-1.0937871465502065
2,5,0.362,72.67,120.0,96.0,144.39,-1.357277049500522
2,6,0.3145,71.73,96.0,72.0,24.99,-1.3632359702661991
3,5,0.1613333333333333,48.07,72.0,48.0,27.52,-1.2563829625904757
3,6,0.102,24.0,48.0,24.0,24.63,-1.3808344575351912
3,5,0.1766666666666666,48.2,24.0,48.0,25.33,-1.2385465384066858
2,5,0.2925,72.13,48.0,72.0,23.52,-0.9061957521636572
3,6,0.2773333333333334,96.27,72.0,96.0,26.07,-1.2064981597117532
2,5,0.4175,103.47,96.0,120.0,124.2,-1.2647779024726027
1,9,0.835,146.07,120.0,144.0,31.81,-0.7942964377156525
2,9,0.4044999999999999,120.33,144.0,120.0,21.06,-1.121837298107184
3,6,0.2783333333333334,96.8,120.0,96.0,23.44,-1.2056427738575448
3,7,0.2006666666666667,72.33,96.0,72.0,21.92,-1.3381030083387544
2,6,0.238,48.0,72.0,48.0,21.73,-1.027387523063471
1,6,0.168,24.47,48.0,24.0,20.48,-0.9655124329572933
2,7,0.2195,48.27,24.0,48.0,25.71,-1.1079384803361159
2,7,0.274,72.2,48.0,72.0,20.95,-1.0632973606289824
2,9,0.3175,96.8,72.0,96.0,20.32,-1.1746406166756558
1,4,0.4,19.73,96.0,120.0,769.36,-1.2224632586575057
1,9,0.807,114.4,120.0,144.0,158.83,-1.2957695766547483
2,8,0.3994999999999999,120.13,144.0,120.0,20.78,-1.0472239600624582
3,9,0.2436666666666667,96.73,120.0,96.0,21.09,-1.4375477725623882
2,8,0.288,72.2,96.0,72.0,19.08,-1.1212426107807578
1,7,0.322,48.13,72.0,48.0,21.84,-0.8970139386945084
1,7,0.173,24.0,48.0,24.0,20.77,-1.0191290511811515
2,9,0.2035,48.13,24.0,48.0,20.31,-1.2520269462445734
1,8,0.44,74.07,48.0,72.0,28.38,-0.8930477484962975
2,4,0.2885,38.6,72.0,96.0,318.86,-1.5535182450096665
3,9,0.2893333333333333,120.53,96.0,120.0,20.49,-1.406771238730248
3,8,0.3356666666666666,144.33,120.0,144.0,25.46,-1.3022452890877998
3,9,0.2993333333333333,120.13,144.0,120.0,20.48,-1.4002377509879351
2,6,0.345,95.93,120.0,96.0,32.59,-1.3380955561171992
1,6,0.437,73.53,96.0,72.0,34.0,-0.742827333331348
1,7,0.312,48.13,72.0,48.0,21.28,-0.9044210356831823
2,8,0.121,24.07,48.0,24.0,20.75,-1.2533155831239187
2,6,0.1765,48.13,24.0,48.0,22.91,-1.0865869019280232
3,9,0.1956666666666666,72.53,48.0,72.0,21.58,-1.4716251301668586
2,4,0.3045,33.53,72.0,96.0,355.52,-1.577417685590159
3,9,0.28,120.33,96.0,120.0,22.61,-1.4129350057360988
3,4,0.3,54.8,120.0,144.0,334.65,-1.77202189675118
2,7,0.425,120.4,144.0,120.0,21.26,-0.9563181661530515
2,5,0.4275,92.4,120.0,96.0,79.76,-1.2139811998691794
1,4,0.401,65.33,96.0,72.0,135.94,-0.7388262492336806
2,7,0.2045,48.2,72.0,48.0,22.75,-1.1208473459271862
1,8,0.185,24.0,48.0,24.0,19.05,-1.0696745626239188
3,8,0.1593333333333333,48.13,24.0,48.0,21.74,-1.4344293542125093
2,7,0.257,72.73,48.0,72.0,20.82,-1.076850989761085
3,7,0.2453333333333333,96.67,72.0,96.0,19.56,-1.3002569108892787
1,4,0.4,56.2,96.0,120.0,269.73,-0.9807067162645633
1,4,0.4,70.4,120.0,144.0,256.18,-0.9668569446384538
3,9,0.2863333333333333,120.8,144.0,120.0,19.48,-1.408745482943241
2,6,0.3765,96.13,120.0,96.0,24.37,-0.9143342676470987
2,7,0.2495,72.13,96.0,72.0,20.86,-1.0829359745643552
2,7,0.1975,48.2,72.0,48.0,23.85,-1.1269668043413363
3,4,0.1223333333333333,24.0,48.0,24.0,28.91,-1.244268369267406
1,9,0.308,48.13,24.0,48.0,21.18,-1.050977453728728
1,5,0.477,67.67,48.0,72.0,87.01,-1.061056259936569
1,8,0.549,97.0,72.0,96.0,45.76,-0.8331183599154903
3,5,0.349,119.07,96.0,120.0,88.87,-1.4746770531131808
3,9,0.345,144.13,120.0,144.0,21.63,-1.3713071278235804
2,6,0.422,121.0,144.0,120.0,28.83,-0.8825367546364
1,6,0.566,96.73,120.0,96.0,51.11,-0.6666733649440406
3,6,0.1936666666666666,72.13,96.0,72.0,24.48,-1.2833595394817028
2,4,0.2715,47.13,72.0,48.0,75.92,-1.2507154311379145
2,6,0.134,23.87,48.0,24.0,30.02,-1.533363242428048
2,4,0.219,48.07,24.0,48.0,47.65,-0.9014156154448778
1,5,0.435,73.27,48.0,72.0,56.04,-0.6637887908134035
1,7,0.58,96.8,72.0,96.0,38.42,-0.7383116862498542
2,7,0.4255,120.53,96.0,120.0,20.76,-0.9560008780323177
3,5,0.3223333333333333,98.93,120.0,144.0,179.73,-1.6407944339740919
2,4,0.271,28.93,144.0,120.0,514.83,-1.698301409749012
1,4,0.397,64.2,120.0,96.0,187.37,-1.1593416289418166
2,7,0.262,72.13,96.0,72.0,21.66,-1.0728304028402484
1,9,0.316,48.13,72.0,48.0,20.45,-1.0458522725388402
3,8,0.0999999999999999,24.2,48.0,24.0,21.74,-1.4858730467311854
2,5,0.244,47.8,24.0,48.0,30.51,-1.3541423406044604
1,4,0.398,64.0,48.0,72.0,139.28,-1.0485113340870544
3,4,0.257,83.2,72.0,96.0,114.37,-1.5296337079937676
2,7,0.4505,120.8,96.0,120.0,28.15,-0.9404219875378137
1,6,0.6,95.6,120.0,144.0,189.89,-0.9089802137895797
2,4,0.303,77.2,144.0,120.0,195.6,-1.3834976609420915
3,5,0.3073333333333333,95.4,120.0,96.0,47.99,-1.509335752670112
3,5,0.1953333333333333,72.33,96.0,72.0,23.27,-1.2175580975307265
3,4,0.1833333333333333,48.27,72.0,48.0,38.23,-1.1593171431786078
3,5,0.11,24.0,48.0,24.0,24.99,-1.3202383211572863
2,7,0.1735,48.07,24.0,48.0,20.99,-1.1484185269248388
1,8,0.573,96.13,72.0,96.0,25.41,-0.8209843520582998
2,6,0.38,119.33,96.0,120.0,24.5,-1.3140412294961974
1,8,0.801,141.6,120.0,144.0,113.22,-0.8292767605779512
3,5,0.3556666666666667,120.2,144.0,120.0,35.88,-1.0661906731425823
2,5,0.3165,96.93,120.0,96.0,21.95,-0.8849039056905961
1,7,0.482,72.8,96.0,72.0,24.51,-0.7918241569014739
3,5,0.166,48.27,72.0,48.0,24.51,-1.2508964670673146
3,8,0.1156666666666666,24.13,48.0,24.0,21.46,-1.4719167557533117
2,8,0.195,48.0,24.0,48.0,20.45,-1.1913801571839104
2,4,0.265,22.8,48.0,72.0,405.95,-1.6423631937365046
1,9,0.527,96.13,72.0,96.0,23.99,-0.9258870800268453
2,7,0.41,120.67,96.0,120.0,20.93,-0.9659429642389592
1,7,0.697,118.6,120.0,144.0,150.83,-1.1606611562819442
2,5,0.423,95.93,144.0,120.0,147.84,-1.2906778134212553
1,5,0.499,78.53,120.0,96.0,152.29,-1.102576477114741
1,7,0.437,72.13,96.0,72.0,27.08,-0.8190211996769732
2,7,0.1975,48.0,72.0,48.0,19.03,-1.1269668043413363
3,8,0.107,24.0,48.0,24.0,21.36,-1.4796034684904888
2,7,0.1975,48.0,24.0,48.0,19.42,-1.1269668043413363
1,5,0.486,71.93,48.0,72.0,75.32,-1.0310479701604813
3,4,0.3246666666666666,97.33,72.0,96.0,55.15,-1.0058271237643526
3,4,0.3013333333333333,119.47,96.0,120.0,38.4,-1.4293528106771218
2,6,0.4755,138.87,120.0,144.0,75.94,-1.2626129083278779
1,8,0.682,122.2,144.0,120.0,32.96,-0.770234078298172
1,8,0.545,96.0,120.0,96.0,24.3,-0.8351763218682846
1,7,0.413,72.07,96.0,72.0,25.52,-0.8342572155729069
2,6,0.2245,48.8,72.0,48.0,23.65,-1.0398677672862007
1,6,0.202,24.0,48.0,24.0,23.51,-0.9315581906589658
1,7,0.297,48.13,24.0,48.0,22.35,-0.9157319878348762
1,4,0.399,65.27,48.0,72.0,138.27,-1.0399428820716674
3,7,0.2376666666666666,96.07,72.0,96.0,20.22,-1.3065824107760942
2,9,0.401,120.27,96.0,120.0,19.07,-1.1238644895511742
2,7,0.4975,144.87,120.0,144.0,32.55,-0.9125981055211221
1,7,0.666,120.33,144.0,120.0,37.52,-0.6971429858607592
2,7,0.3485,96.33,120.0,96.0,19.24,-1.0076335440449762
1,8,0.437,72.27,96.0,72.0,26.85,-0.894815412002568
1,7,0.357,48.13,72.0,48.0,19.79,-0.8719067460256646
3,8,0.1086666666666666,24.27,48.0,24.0,21.26,-1.4781187801404556
1,6,0.329,48.0,24.0,48.0,25.27,-0.8204609353305199
1,5,0.488,68.2,48.0,72.0,82.76,-1.0511056062709923
2,6,0.3399999999999999,96.13,72.0,96.0,27.99,-0.9416438034372052
3,9,0.3046666666666666,121.27,96.0,120.0,22.42,-1.3967827938458406
2,7,0.5225,144.27,120.0,144.0,29.69,-0.8985419603117943
3,7,0.2706666666666666,120.67,144.0,120.0,20.94,-1.2798411675608459
2,4,0.2925,39.67,120.0,96.0,303.13,-1.5415117520978547
2,9,0.286,72.2,96.0,72.0,19.32,-1.195053138358534
1,8,0.301,48.07,72.0,48.0,19.65,-0.9823277255326337
3,4,0.1236666666666666,24.0,48.0,24.0,28.44,-1.2422696622844467
3,8,0.1586666666666666,48.53,24.0,48.0,20.49,-1.4349864353771489
2,4,0.2745,34.07,48.0,72.0,264.26,-1.5177143514264069
2,4,0.3325,90.6,72.0,96.0,87.01,-1.2080363443910893
2,6,0.3985,118.53,96.0,120.0,43.73,-1.3035886056537223
1,6,0.597,98.67,120.0,144.0,183.85,-1.198675956685832
1,6,0.598,104.27,144.0,120.0,142.84,-1.1062090993100164
2,6,0.3295,97.13,120.0,96.0,31.66,-0.9498126210088174
2,7,0.2734999999999999,72.07,96.0,72.0,21.93,-1.0636913164724981
2,8,0.183,48.0,72.0,48.0,18.85,-1.2010386418761125
1,8,0.195,24.0,48.0,24.0,21.05,-1.0616359030438847
2,9,0.1714999999999999,48.0,24.0,48.0,18.74,-1.2755702857083036
3,7,0.2096666666666666,72.27,48.0,72.0,22.44,-1.3302818054360765
1,8,0.592,96.27,72.0,96.0,34.61,-0.8116331188489785
1,9,0.675,120.0,96.0,120.0,37.82,-0.8570358078522269
1,6,0.597,98.47,120.0,144.0,184.69,-1.1994376432906098
1,4,0.4,49.73,144.0,120.0,303.4,-1.0184151081970654
3,5,0.2663333333333333,96.67,120.0,96.0,30.49,-1.1445166092629124
3,9,0.206,72.4,96.0,72.0,20.4,-1.46413474686267
1,9,0.3,48.0,72.0,48.0,20.86,-1.0561483951623072
2,7,0.108,24.0,48.0,24.0,21.21,-1.2108485091429777
2,8,0.2035,48.0,24.0,48.0,18.97,-1.1846258587025698
1,8,0.413,72.0,48.0,72.0,23.45,-0.9091979103816554
1,6,0.585,90.47,72.0,96.0,89.31,-1.0804951785819168
1,9,0.758,120.87,96.0,120.0,34.89,-0.8230999721865542
3,7,0.3246666666666666,144.13,120.0,144.0,22.39,-1.2387128844728101
1,4,0.398,57.6,144.0,120.0,260.61,-1.274314816137375
3,4,0.2466666666666667,55.33,120.0,96.0,213.76,-1.6948147692482234
2,9,0.2595,72.0,96.0,72.0,19.35,-1.2127876581766641
1,9,0.302,48.27,72.0,48.0,21.01,-1.0548513474994383
2,7,0.14,24.0,48.0,24.0,21.55,-1.1796184127268168
3,9,0.1586666666666666,48.27,24.0,48.0,20.39,-1.4991619549780704
2,6,0.2895,72.0,48.0,72.0,22.24,-0.982275073664203
1,6,0.567,96.27,72.0,96.0,35.2,-0.6661446541667753
1,5,0.499,76.67,96.0,120.0,197.63,-1.1966938966914125
2,5,0.378,101.13,120.0,144.0,174.69,-1.373495218728521
1,8,0.696,120.4,144.0,120.0,43.94,-0.7642026078466333
3,9,0.2423333333333333,96.2,120.0,96.0,19.76,-1.4384700306945835
3,7,0.1903333333333333,72.13,96.0,72.0,20.88,-1.3472077962647515
1,8,0.309,48.13,72.0,48.0,19.26,-0.9767578848246019
1,7,0.156,24.0,48.0,24.0,21.04,-1.0347863949664384
2,7,0.2015,48.0,24.0,48.0,21.92,-1.123462479546823
3,4,0.2803333333333333,71.27,48.0,72.0,44.32,-1.4523529133601318
2,7,0.3535,96.53,72.0,96.0,21.48,-1.0041056058961897
2,8,0.4355,120.2,96.0,120.0,21.32,-1.0254459867819412
1,7,0.699,118.67,120.0,144.0,151.69,-1.1595697168433454
1,9,0.68,121.27,144.0,120.0,23.63,-0.8549016990600193
2,8,0.3275,96.27,120.0,96.0,21.43,-1.0938332251609875
3,6,0.2336666666666667,72.47,96.0,72.0,20.99,-1.2452750788778293
1,9,0.329,48.27,72.0,48.0,20.54,-1.037620408939243
2,6,0.1525,24.0,48.0,24.0,24.43,-1.1113859842390619
2,4,0.273,37.2,24.0,48.0,136.8,-1.3427801140763769
2,4,0.2764999999999999,72.0,48.0,72.0,30.37,-0.8382608233815352
1,8,0.588,96.6,72.0,96.0,30.76,-0.8135833855827574
1,9,0.712,121.2,96.0,120.0,35.0,-0.8415206031872511
3,6,0.4133333333333333,144.4,120.0,144.0,23.79,-1.1023210973133053
1,8,0.706,120.87,144.0,120.0,26.04,-0.7599585818323666
1,4,0.401,55.87,120.0,96.0,214.64,-0.9075810288285306
3,7,0.2333333333333333,72.47,96.0,72.0,19.62,-1.3101884580472627
3,9,0.1436666666666667,48.0,72.0,48.0,21.17,-1.5106520633483291
3,9,0.0826666666666666,24.13,48.0,24.0,20.09,-1.5594024065231458
3,4,0.194,48.33,24.0,48.0,43.21,-1.145747916231068
2,8,0.303,72.53,48.0,72.0,20.45,-1.11067429342672
1,9,0.576,96.53,72.0,96.0,25.67,-0.9018270072140067
3,5,0.3543333333333333,121.33,96.0,120.0,42.58,-1.0672598154497854
1,9,0.814,144.47,120.0,144.0,45.81,-0.8019091667791511
2,6,0.416,120.93,144.0,120.0,28.82,-0.8865931028821055
2,4,0.2675,31.67,120.0,96.0,385.84,-1.6293328606258353
2,7,0.2225,48.33,72.0,48.0,19.61,-1.1053897357777778
3,9,0.0973333333333333,24.13,48.0,24.0,21.34,-1.5473775471432494
2,4,0.217,48.27,24.0,48.0,30.21,-0.9037798779822006
1,4,0.399,68.73,48.0,72.0,126.87,-1.019336596075863
3,8,0.2246666666666666,96.67,72.0,96.0,19.44,-1.3820270273755877
2,8,0.3885,120.27,96.0,120.0,23.56,-1.0540761883537733
2,7,0.492,144.53,120.0,144.0,31.45,-0.9157584059320925
1,9,0.705,120.27,144.0,120.0,27.99,-0.8444071997804545
3,7,0.2643333333333333,96.0,120.0,96.0,20.13,-1.2848760460053503
2,7,0.253,72.2,96.0,72.0,20.06,-1.0800882007298749
3,5,0.1636666666666666,47.93,72.0,48.0,24.54,-1.6542169392885673
3,8,0.118,24.27,48.0,24.0,21.54,-1.4698614445057134
3,6,0.1663333333333333,48.07,24.0,48.0,22.87,-1.3108832063440665
1,8,0.458,72.13,48.0,72.0,23.89,-0.8825798467497661
3,7,0.229,96.27,72.0,96.0,23.15,-1.3138168977064675
3,5,0.3186666666666666,120.93,96.0,120.0,40.32,-1.0969436596522004
1,4,0.401,57.13,120.0,144.0,315.36,-1.031230365149514
3,5,0.318,120.13,144.0,120.0,44.39,-1.0975189057552401
2,4,0.275,32.8,120.0,96.0,372.68,-1.6124235254417578
1,4,0.4,56.53,96.0,72.0,159.15,-0.7958758272558057
1,6,0.327,48.33,72.0,48.0,23.67,-0.8220344846743244
1,8,0.221,24.0,48.0,24.0,20.04,-1.0411996323964858
2,8,0.2125,48.2,24.0,48.0,19.09,-1.177552039037943
3,9,0.2066666666666667,72.2,48.0,72.0,20.44,-1.4636544431465084
2,4,0.292,33.33,72.0,96.0,369.53,-1.5911075534996146
2,8,0.39,120.4,96.0,120.0,23.54,-1.0531362363815653
3,5,0.3683333333333333,132.2,120.0,144.0,81.61,-1.4903327719505577
3,8,0.3093333333333333,120.4,144.0,120.0,19.93,-1.3201833803710419
1,6,0.584,96.33,120.0,96.0,36.98,-0.657290090933792
2,5,0.267,72.6,96.0,72.0,24.73,-0.9299666297605882
