replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,processed_rate,load_change_rate,reward
3.0,5.0,0.476,203.2,232.0,216.0,98.0,0.941,1.074,-1.8668792736266047
1.0,9.0,0.876,152.27,216.0,152.0,82.0,1.0,1.421,-1.2157992896141676
3.0,8.0,0.385,152.2,152.0,152.0,27.0,1.0,1.0,-0.719090515005228
2.0,9.0,0.436,120.67,152.0,120.0,22.0,1.0,1.267,-0.6356999303510806
2.0,9.0,0.539,152.13,120.0,152.0,27.0,1.0,0.789,-0.5994828588648159
3.0,6.0,0.388,143.4,152.0,144.0,32.0,0.996,1.056,-1.083059613281464
2.0,6.0,0.502,144.67,144.0,144.0,30.0,1.0,1.0,-0.4749491820820544
1.0,5.0,0.498,76.27,144.0,136.0,224.0,0.561,1.059,-2.340076197667838
2.0,7.0,0.493,144.4,136.0,144.0,35.0,1.0,0.944,-0.5247952825640655
2.0,4.0,0.324,38.8,144.0,120.0,384.0,0.323,1.2,-3.0179919246756834
3.0,8.0,0.31,120.07,120.0,120.0,27.0,1.0,1.0,-0.752112875955028
2.0,6.0,0.541,152.8,120.0,152.0,50.0,1.0,0.789,-0.4601294620826224
2.0,5.0,0.383,83.4,152.0,184.0,273.0,0.453,0.826,-2.669234012132272
2.0,5.0,0.486,128.53,184.0,216.0,209.0,0.595,0.852,-2.342726295364111
3.0,9.0,0.517,233.0,216.0,232.0,30.0,1.0,0.931,-0.7138303599109308
2.0,7.0,0.558,153.13,232.0,240.0,195.0,0.638,0.967,-2.341539796848362
1.0,7.0,0.699,109.33,240.0,152.0,174.0,0.719,1.579,-2.1154104004164496
1.0,6.0,0.601,98.87,152.0,120.0,152.0,0.824,1.267,-1.7656808359106106
1.0,9.0,0.891,159.2,120.0,168.0,129.0,0.948,0.714,-1.8835240745318444
2.0,4.0,0.338,73.87,168.0,144.0,243.0,0.513,1.167,-2.5139902628694615
1.0,5.0,0.499,78.0,144.0,136.0,219.0,0.574,1.059,-2.316483817086471
3.0,6.0,0.393,136.4,136.0,136.0,31.0,1.0,1.0,-0.6288174016614999
1.0,4.0,0.399,44.67,136.0,144.0,413.0,0.31,0.944,-2.9856004829329392
1.0,8.0,0.691,112.2,144.0,112.0,38.0,1.0,1.286,-0.4404707163993842
3.0,8.0,0.296,112.4,112.0,112.0,22.0,1.0,1.0,-0.7586273451233967
1.0,6.0,0.6,98.0,112.0,152.0,195.0,0.645,0.737,-2.010861195374437
2.0,5.0,0.36,60.6,152.0,152.0,314.0,0.399,1.0,-2.8271441350553865
3.0,7.0,0.373,152.33,152.0,152.0,31.0,1.0,1.0,-0.682019983987453
1.0,4.0,0.4,31.87,152.0,152.0,608.0,0.21,1.0,-3.250750528775767
3.0,6.0,0.403,144.67,152.0,144.0,23.0,1.0,1.056,-0.6241497735433723
3.0,9.0,0.304,121.0,144.0,120.0,20.0,1.0,1.2,-0.7955616050145828
1.0,6.0,0.601,91.47,120.0,112.0,152.0,0.817,1.071,-1.769569950127143
2.0,8.0,0.182,40.13,112.0,40.0,22.0,1.0,2.8,-0.709183658358002
2.0,6.0,0.17,32.13,40.0,32.0,23.0,1.0,1.25,-0.648982662109767
2.0,7.0,0.22,48.2,32.0,48.0,24.0,1.0,0.667,-0.653015931410427
1.0,7.0,0.341,48.0,48.0,48.0,23.0,1.0,1.0,-0.5251171346942392
2.0,9.0,0.217,56.13,48.0,56.0,21.0,1.0,0.857,-0.7279665539858587
3.0,9.0,0.154,48.2,56.0,48.0,22.0,1.0,1.167,-0.8658966789559062
3.0,9.0,0.131,40.13,48.0,40.0,20.0,1.0,1.2,-0.877755959123619
3.0,5.0,0.15,32.2,40.0,32.0,29.0,1.0,1.25,-0.7356488622480084
1.0,6.0,0.452,64.4,32.0,64.0,38.0,1.0,0.5,-0.4305417263861644
1.0,4.0,0.4,58.13,64.0,64.0,128.0,0.908,1.0,-1.6108533416336448
2.0,5.0,0.271,64.2,64.0,64.0,30.0,1.0,1.0,-0.5421240655903053
2.0,9.0,0.254,64.53,64.0,64.0,21.0,1.0,1.0,-0.7107607929786187
1.0,6.0,0.492,72.53,64.0,72.0,40.0,1.0,0.889,-0.41403470750642557
3.0,8.0,0.194,64.47,72.0,64.0,20.0,1.0,1.125,-0.8096926705692913
2.0,7.0,0.203,48.0,64.0,48.0,24.0,1.0,1.333,-0.6627763188188884
3.0,5.0,0.134,32.13,48.0,32.0,26.0,1.0,1.5,-0.748745305117682
3.0,8.0,0.234,80.33,32.0,80.0,22.0,1.0,0.4,-0.7888877555563827
3.0,5.0,0.195,64.4,80.0,64.0,28.0,1.0,1.25,-0.7009846005102405
2.0,6.0,0.288,64.6,64.0,64.0,28.0,1.0,1.0,-0.5758688918918536
3.0,9.0,0.157,56.33,64.0,56.0,23.0,1.0,1.143,-0.8643720400834392
1.0,8.0,0.419,56.2,56.0,56.0,22.0,1.0,1.0,-0.533282140828091
2.0,7.0,0.208,48.07,56.0,48.0,24.0,1.0,1.167,-0.6598809698629537
3.0,6.0,0.137,40.13,48.0,40.0,25.0,1.0,1.2,-0.7790931908380527
3.0,7.0,0.185,56.07,64.0,56.0,23.0,1.0,1.143,-0.7803285537928457
1.0,4.0,0.399,49.53,56.0,56.0,125.0,0.884,1.0,-1.8118355083142352
1.0,9.0,0.402,56.13,56.0,56.0,23.0,1.0,1.0,-0.5837221249866323
2.0,5.0,0.258,56.33,56.0,56.0,33.0,1.0,1.0,-0.5504525941084737
1.0,9.0,0.347,48.0,56.0,48.0,27.0,1.0,1.167,-0.605639951012263
1.0,6.0,0.366,48.47,48.0,48.0,43.0,1.0,1.0,-0.4699873936585921
3.0,4.0,0.302,54.47,48.0,96.0,212.0,0.567,0.5,-2.5162142637032763
3.0,9.0,0.196,64.33,96.0,64.0,22.0,1.0,1.5,-0.8450073486662835
1.0,9.0,0.439,64.27,64.0,64.0,25.0,1.0,1.0,-0.5697132828076263
1.0,8.0,0.458,64.2,64.0,64.0,24.0,1.0,1.0,-0.517960882358303
2.0,5.0,0.367,72.13,64.0,72.0,44.0,1.0,0.889,-0.48688927671540694
3.0,8.0,0.268,80.4,72.0,80.0,23.0,1.0,0.9,-0.7720033335378942
2.0,6.0,0.425,107.13,80.0,104.0,28.0,1.0,0.769,-0.5071947068226952
1.0,8.0,0.606,98.47,104.0,96.0,65.0,1.0,1.083,-1.1557041862638768
3.0,4.0,0.248,55.53,96.0,112.0,260.0,0.496,0.857,-2.7384111085253338
1.0,6.0,0.598,82.93,112.0,136.0,207.0,0.61,0.824,-2.2705668273689796
1.0,7.0,0.613,80.0,136.0,80.0,44.0,1.0,1.7,-0.4175738100823865
3.0,7.0,0.23,72.8,80.0,72.0,22.0,1.0,1.111,-0.7543403395267265
3.0,5.0,0.334,88.27,72.0,88.0,41.0,1.0,0.818,-0.6116488904564163
2.0,7.0,0.358,96.27,88.0,96.0,25.0,1.0,0.917,-0.5819752679849542
3.0,7.0,0.326,104.33,96.0,104.0,26.0,1.0,0.923,-0.7041799372327757
1.0,4.0,0.399,18.4,104.0,144.0,986.0,0.128,0.722,-4.112602778788225
1.0,7.0,0.697,116.87,144.0,136.0,145.0,0.859,1.059,-1.9398126275261547
2.0,6.0,0.477,101.2,136.0,176.0,216.0,0.575,0.773,-2.4302694319356437
1.0,5.0,0.5,69.47,176.0,112.0,199.0,0.62,1.571,-2.025428983590383
3.0,9.0,0.329,128.2,112.0,128.0,22.0,1.0,0.875,-0.7849370916644158
1.0,5.0,0.498,74.47,128.0,104.0,175.0,0.716,1.231,-2.0910480312081736
2.0,9.0,0.459,112.87,104.0,112.0,25.0,1.0,0.929,-0.6272494624840409
2.0,5.0,0.421,88.6,112.0,88.0,70.0,1.0,1.273,-1.175745902857716
1.0,8.0,0.572,88.27,88.0,88.0,28.0,1.0,1.0,-0.4772294520489182
3.0,6.0,0.338,112.0,88.0,112.0,31.0,1.0,0.786,-0.6559274465994778
1.0,7.0,0.678,104.8,104.0,104.0,56.0,1.0,1.0,-1.0375170946733274
2.0,8.0,0.422,121.4,104.0,120.0,23.0,1.0,0.867,-0.5969490100649392
2.0,5.0,0.364,50.53,120.0,128.0,318.0,0.395,0.938,-2.8378812808751537
2.0,8.0,0.354,88.47,128.0,88.0,22.0,1.0,1.455,-0.6254094305627821
3.0,7.0,0.269,88.4,88.0,88.0,23.0,1.0,1.0,-0.7331297738268829
1.0,4.0,0.398,34.27,88.0,160.0,588.0,0.214,0.55,-3.4123071062216463
1.0,6.0,0.598,91.47,160.0,144.0,197.0,0.635,1.111,-2.22378444768748
1.0,5.0,0.501,72.13,144.0,152.0,262.0,0.475,0.947,-2.3065031656529964
2.0,4.0,0.32,37.53,152.0,160.0,540.0,0.235,0.95,-3.4140921812804494
2.0,8.0,0.682,209.07,160.0,208.0,32.0,1.0,0.769,-0.5079358304605864
1.0,8.0,0.798,129.33,208.0,128.0,56.0,1.0,1.625,-1.0518032938307307
1.0,6.0,0.6,73.73,128.0,96.0,161.0,0.768,1.333,-1.8272994367181778
3.0,9.0,0.345,128.47,96.0,128.0,25.0,1.0,0.75,-0.7782906604594346
1.0,5.0,0.497,72.4,128.0,112.0,193.0,0.646,1.143,-2.191317941757636
2.0,6.0,0.448,111.13,112.0,112.0,39.0,0.992,1.0,-0.9506351026494532
3.0,4.0,0.306,67.13,112.0,144.0,273.0,0.466,0.778,-2.75539306806381
2.0,7.0,0.513,137.6,144.0,136.0,45.0,1.0,1.059,-0.5172234744625085
3.0,8.0,0.358,136.67,136.0,136.0,25.0,1.0,1.0,-0.7306235435393773
3.0,8.0,0.359,144.8,136.0,144.0,25.0,1.0,0.944,-0.7301894170321351
3.0,7.0,0.395,144.53,144.0,144.0,24.0,1.0,1.0,-0.6721475225075362
1.0,4.0,0.399,46.53,144.0,128.0,338.0,0.364,1.125,-2.7733168328331295
3.0,8.0,0.387,152.93,128.0,152.0,24.0,1.0,0.842,-0.718251600870494
2.0,7.0,0.642,152.27,152.0,248.0,204.0,0.614,0.613,-2.3568189871179412
1.0,9.0,0.895,140.2,248.0,216.0,192.0,0.649,1.148,-2.261297461081054
1.0,9.0,0.898,165.27,216.0,232.0,176.0,0.712,0.931,-2.170971343529416
1.0,5.0,0.499,53.07,232.0,216.0,515.0,0.246,1.074,-3.259148489317736
1.0,8.0,0.798,133.73,216.0,152.0,142.0,0.88,1.421,-1.9384233004240454
1.0,5.0,0.501,25.47,152.0,152.0,756.0,0.168,1.0,-3.547182796361468
3.0,6.0,0.359,122.07,152.0,120.0,26.0,1.0,1.267,-0.645282046781501
1.0,5.0,0.498,75.53,120.0,152.0,256.0,0.497,0.789,-2.4745262333502707
1.0,8.0,0.8,129.73,152.0,144.0,136.0,0.901,1.056,-1.7055629696480206
1.0,8.0,0.799,132.87,144.0,144.0,135.0,0.923,1.0,-1.8914222625760508
2.0,7.0,0.498,137.0,144.0,136.0,40.0,1.0,1.059,-0.5228820008799563
2.0,8.0,0.522,145.4,136.0,144.0,29.0,1.0,0.944,-0.5592540356175729
3.0,9.0,0.328,120.53,144.0,120.0,23.0,1.0,1.2,-0.7853564299396443
2.0,8.0,0.466,120.27,120.0,120.0,25.0,1.0,1.0,-0.5797814542743328
3.0,6.0,0.413,153.87,120.0,152.0,34.0,1.0,0.789,-0.6195592945321389
1.0,4.0,0.399,31.27,152.0,184.0,729.0,0.17,0.826,-3.691779362360134
1.0,9.0,0.896,149.67,184.0,216.0,180.0,0.693,0.852,-2.196024568650631
2.0,4.0,0.32,40.07,216.0,232.0,726.0,0.173,0.931,-3.792820195470948
2.0,9.0,0.754,243.87,232.0,240.0,54.0,1.0,0.967,-1.164503217090688
1.0,8.0,0.799,136.33,240.0,152.0,138.0,0.897,1.579,-1.9151092392927331
3.0,7.0,0.31,120.4,152.0,120.0,23.0,1.0,1.267,-0.7120696663990798
3.0,8.0,0.421,168.07,120.0,168.0,24.0,1.0,0.714,-0.7043063163658757
3.0,5.0,0.415,131.53,168.0,144.0,91.0,0.913,1.167,-1.8765407864342405
2.0,9.0,0.495,136.93,144.0,136.0,25.0,1.0,1.059,-0.6144486555909989
1.0,8.0,0.8,118.73,136.0,136.0,142.0,0.873,1.0,-1.7413791232445768
1.0,4.0,0.399,35.0,136.0,144.0,533.0,0.243,0.944,-3.2843334716698247
3.0,7.0,0.333,112.2,144.0,112.0,27.0,1.0,1.286,-0.70078448464742
2.0,5.0,0.404,111.87,112.0,112.0,57.0,0.999,1.0,-1.5645139721793135
2.0,9.0,0.545,152.4,112.0,152.0,23.0,1.0,0.737,-0.5974981709062228
1.0,6.0,0.599,76.13,152.0,152.0,249.0,0.501,1.0,-2.465808975325463
1.0,6.0,0.6,84.13,152.0,152.0,226.0,0.553,1.0,-2.1636281461801405
2.0,4.0,0.342,60.6,152.0,152.0,315.0,0.399,1.0,-2.785067314901771
2.0,6.0,0.431,97.53,152.0,144.0,179.0,0.677,1.056,-2.2701922293617596
1.0,4.0,0.399,55.2,144.0,120.0,275.0,0.46,1.2,-2.541008908623015
3.0,5.0,0.32,98.67,120.0,112.0,109.0,0.881,1.071,-2.0193681075353846
2.0,9.0,0.185,40.0,112.0,40.0,23.0,1.0,2.8,-0.7434284371884244
3.0,9.0,0.107,32.2,40.0,32.0,22.0,1.0,1.25,-0.8904582687948213
2.0,4.0,0.25,20.47,32.0,48.0,302.0,0.426,0.667,-2.7907151864791095
3.0,9.0,0.17,48.2,48.0,48.0,23.0,1.0,1.0,-0.8578236843346196
1.0,6.0,0.394,56.13,48.0,56.0,33.0,1.0,0.857,-0.4565189475106527
3.0,9.0,0.164,48.0,56.0,48.0,21.0,1.0,1.167,-0.8608342511408396
2.0,6.0,0.209,40.27,48.0,40.0,20.0,1.0,1.2,-0.623210573754933
3.0,6.0,0.121,32.2,40.0,32.0,25.0,1.0,1.25,-0.7907863743128063
3.0,9.0,0.196,64.07,32.0,64.0,22.0,1.0,0.5,-0.8450073486662835
1.0,8.0,0.459,64.67,64.0,64.0,24.0,1.0,1.0,-0.5175777670603319
3.0,6.0,0.197,64.53,64.0,64.0,29.0,1.0,1.0,-0.7379188374407737
3.0,7.0,0.234,64.13,64.0,64.0,25.0,1.0,1.0,-0.7521101107253125
1.0,5.0,0.501,67.47,64.0,72.0,124.0,0.937,0.889,-1.592681040748138
3.0,7.0,0.226,64.33,72.0,64.0,22.0,1.0,1.125,-0.7565833489740741
3.0,4.0,0.228,48.73,64.0,48.0,48.0,1.0,1.333,-0.6292796875555609
3.0,8.0,0.121,32.13,48.0,32.0,25.0,1.0,1.5,-0.8504500533602921
3.0,4.0,0.232,42.27,32.0,80.0,239.0,0.528,0.4,-2.6696044899497795
2.0,6.0,0.269,64.0,80.0,64.0,27.0,1.0,1.25,-0.5866921982582717
1.0,5.0,0.442,62.4,64.0,64.0,63.0,0.975,1.0,-1.5259108026226285
2.0,9.0,0.238,56.2,64.0,56.0,23.0,1.0,1.143,-0.7181144015940097
1.0,7.0,0.407,55.93,56.0,56.0,28.0,0.999,1.0,-0.9456265671500793
3.0,8.0,0.183,48.0,56.0,48.0,23.0,1.0,1.167,-0.815598759195088
2.0,5.0,0.236,40.2,48.0,40.0,31.0,1.0,1.2,-0.5650498328983854
3.0,4.0,0.251,49.87,40.0,64.0,137.0,0.779,0.625,-2.174340630507927
2.0,8.0,0.258,56.33,64.0,56.0,23.0,1.0,1.143,-0.6699390137207741
1.0,6.0,0.393,56.0,56.0,56.0,35.0,1.0,1.0,-0.4569892188155954
3.0,5.0,0.201,56.13,56.0,56.0,31.0,1.0,1.0,-0.6965939616737233
1.0,8.0,0.413,56.6,56.0,56.0,23.0,1.0,1.0,-0.5357062581128959
3.0,4.0,0.224,48.53,56.0,48.0,38.0,1.0,1.167,-0.6323696265481717
2.0,6.0,0.227,48.2,48.0,48.0,24.0,1.0,1.0,-0.6118691296578519
3.0,8.0,0.255,96.53,48.0,96.0,24.0,1.0,0.5,-0.7783745536966187
2.0,4.0,0.268,23.13,96.0,64.0,341.0,0.361,1.5,-2.924640912334273
2.0,9.0,0.275,64.33,64.0,64.0,23.0,1.0,1.0,-0.701305460771073
2.0,5.0,0.36,59.0,64.0,64.0,115.0,0.922,1.0,-1.8943093644493842
3.0,4.0,0.281,72.67,64.0,72.0,55.0,1.0,0.889,-1.2254112237417494
3.0,6.0,0.276,81.0,72.0,80.0,30.0,1.0,0.9,-0.6896207901649398
3.0,9.0,0.284,104.67,80.0,104.0,21.0,1.0,0.769,-0.8042762834996402
2.0,8.0,0.348,97.07,104.0,96.0,22.0,1.0,1.083,-0.6280387300389992
3.0,5.0,0.386,126.47,112.0,136.0,87.0,0.93,0.824,-1.8645227300123035
1.0,7.0,0.6,80.67,136.0,80.0,32.0,1.0,1.7,-0.42181893899854694
3.0,6.0,0.235,71.93,80.0,72.0,27.0,0.999,1.111,-1.1643303439437052
3.0,9.0,0.243,88.0,72.0,88.0,22.0,1.0,0.818,-0.8227583958036813
3.0,8.0,0.253,96.87,88.0,96.0,22.0,1.0,0.917,-0.7793639632543135
1.0,5.0,0.501,75.13,96.0,104.0,174.0,0.722,0.923,-1.8832278053485132
2.0,7.0,0.54,144.2,104.0,144.0,26.0,1.0,0.722,-0.5073387258074724
3.0,9.0,0.352,136.8,144.0,136.0,23.0,1.0,1.059,-0.7754197963995226
2.0,5.0,0.356,47.27,136.0,176.0,475.0,0.269,0.773,-3.2918251311694124
3.0,9.0,0.286,112.27,176.0,112.0,23.0,1.0,1.571,-0.8033960751839262
2.0,4.0,0.292,34.87,112.0,128.0,467.0,0.272,0.875,-3.256646959863474
3.0,9.0,0.292,104.33,128.0,104.0,22.0,1.0,1.231,-0.8007671559785741
2.0,5.0,0.399,76.33,104.0,112.0,178.0,0.682,0.929,-2.2305521445460332
1.0,7.0,0.569,88.0,112.0,88.0,27.0,1.0,1.273,-0.43226584598395
2.0,9.0,0.354,88.4,88.0,88.0,21.0,1.0,1.0,-0.6676475866369693
3.0,4.0,0.29,61.13,88.0,112.0,219.0,0.546,0.786,-2.5595266424543537
3.0,4.0,0.267,62.2,104.0,104.0,204.0,0.598,1.0,-2.494901671528963
3.0,4.0,0.323,119.93,104.0,120.0,46.0,0.999,0.867,-1.0145459100772822
3.0,5.0,0.387,128.33,120.0,128.0,54.0,1.0,0.938,-1.2121061378807563
2.0,9.0,0.32,88.13,128.0,88.0,26.0,1.0,1.455,-0.6817719068266318
2.0,5.0,0.344,88.13,88.0,88.0,44.0,1.0,1.0,-0.49917320358391737
3.0,9.0,0.404,160.4,88.0,160.0,25.0,1.0,0.55,-0.7547782592407684
3.0,9.0,0.349,145.73,160.0,144.0,24.0,1.0,1.111,-0.7766474330643658
1.0,4.0,0.399,55.0,144.0,152.0,346.0,0.362,0.947,-2.7932410328203745
3.0,9.0,0.388,160.87,152.0,160.0,25.0,1.0,0.95,-0.7610029545456951
1.0,8.0,0.8,138.87,160.0,208.0,186.0,0.668,0.769,-2.005122203433685
3.0,6.0,0.339,128.4,208.0,128.0,28.0,1.0,1.625,-0.6554120295182357
3.0,4.0,0.281,51.67,128.0,96.0,233.0,0.538,1.333,-2.6107360175817
1.0,7.0,0.699,112.47,96.0,128.0,142.0,0.879,0.75,-1.9186117642350669
2.0,5.0,0.374,71.07,128.0,112.0,195.0,0.635,1.143,-2.326101807132589
3.0,7.0,0.341,112.27,112.0,112.0,22.0,1.0,1.0,-0.6969453175401437
1.0,9.0,0.846,134.93,112.0,144.0,79.0,0.937,0.778,-1.6877175618378213
2.0,9.0,0.505,137.07,144.0,136.0,23.0,1.0,1.059,-0.6109828077679461
2.0,5.0,0.462,104.73,136.0,136.0,159.0,0.77,1.0,-2.0865175780336496
3.0,6.0,0.379,144.07,136.0,144.0,44.0,1.0,0.944,-0.6354841643809265
1.0,8.0,0.8,139.27,144.0,144.0,113.0,0.967,1.0,-1.5854683417112514
3.0,4.0,0.269,44.73,144.0,128.0,371.0,0.349,1.125,-3.109158976439073
3.0,9.0,0.38,152.53,128.0,152.0,22.0,1.0,0.842,-0.7641570469020809
1.0,9.0,0.897,160.13,152.0,248.0,195.0,0.646,0.613,-2.272243550599493
1.0,9.0,0.897,164.87,248.0,216.0,164.0,0.763,1.148,-2.1020469927336793
3.0,4.0,0.252,59.67,216.0,232.0,507.0,0.257,0.931,-3.482975459974887
1.0,5.0,0.5,64.73,232.0,216.0,416.0,0.3,1.074,-2.811968310775961
2.0,6.0,0.524,143.8,216.0,152.0,92.0,0.946,1.421,-1.7617603514868567
3.0,4.0,0.369,122.0,152.0,152.0,151.0,0.803,1.0,-2.1371047759268453
2.0,7.0,0.468,122.33,152.0,120.0,28.0,1.0,1.267,-0.5345693962538413
3.0,4.0,0.29,61.47,120.0,152.0,322.0,0.404,0.789,-2.9362089040707504
2.0,9.0,0.498,145.0,152.0,144.0,24.0,1.0,1.056,-0.613404854768525
1.0,6.0,0.598,99.13,144.0,144.0,180.0,0.688,1.0,-2.1372463244963678
2.0,6.0,0.502,127.13,144.0,136.0,67.0,0.935,1.059,-1.6553457244553134
1.0,8.0,0.798,139.47,136.0,144.0,120.0,0.969,0.944,-1.8130603631770965
1.0,6.0,0.598,94.67,144.0,120.0,158.0,0.789,1.2,-2.006073686984271
3.0,4.0,0.265,50.4,120.0,120.0,310.0,0.42,1.0,-2.9116919987685455
2.0,7.0,0.542,152.4,120.0,152.0,27.0,1.0,0.789,-0.5066215774823131
1.0,5.0,0.499,66.8,152.0,184.0,347.0,0.363,0.826,-2.8054858145721293
2.0,9.0,0.676,219.6,184.0,216.0,30.0,1.0,0.852,-0.5573061213119882
2.0,6.0,0.568,162.07,216.0,232.0,177.0,0.699,0.931,-2.1965834617297544
3.0,9.0,0.581,242.47,232.0,240.0,29.0,1.0,0.967,-0.6928199846177816
2.0,5.0,0.358,50.07,240.0,152.0,378.0,0.329,1.579,-3.0343917512434913
2.0,7.0,0.454,121.8,152.0,120.0,25.0,1.0,1.267,-0.5401973144227952
3.0,9.0,0.419,168.6,120.0,168.0,23.0,1.0,0.714,-0.7490422589375996
1.0,7.0,0.701,109.07,168.0,144.0,165.0,0.757,1.167,-1.8632540547053975
2.0,6.0,0.51,136.4,144.0,136.0,31.0,1.0,1.059,-0.471830210497733
2.0,8.0,0.44,135.93,136.0,136.0,26.0,0.999,1.0,-1.0400434202785407
1.0,6.0,0.601,92.53,136.0,144.0,195.0,0.643,0.944,-2.012254452947795
3.0,8.0,0.298,112.33,144.0,112.0,22.0,1.0,1.286,-0.7576897123630653
1.0,6.0,0.594,100.73,112.0,112.0,138.0,0.899,1.0,-1.8789541167214199
2.0,7.0,0.5,149.4,112.0,152.0,51.0,0.983,0.737,-1.5906690654453255
3.0,5.0,0.44,133.33,152.0,152.0,121.0,0.877,1.0,-2.008005900463972
2.0,5.0,0.45,140.6,152.0,152.0,121.0,0.925,1.0,-1.8728215505753214
3.0,6.0,0.371,154.0,152.0,152.0,35.0,1.0,1.0,-0.63936417022721
1.0,5.0,0.5,75.13,152.0,144.0,237.0,0.522,1.056,-2.203713993310165
1.0,5.0,0.498,76.93,144.0,120.0,193.0,0.641,1.2,-2.1943511743466417
3.0,7.0,0.304,112.8,120.0,112.0,21.0,1.0,1.071,-0.71507511888216
3.0,5.0,0.157,40.0,112.0,40.0,25.0,1.0,2.8,-0.7300496406717782
3.0,7.0,0.142,32.13,40.0,32.0,25.0,1.0,1.25,-0.8067723859295839
2.0,7.0,0.178,48.0,32.0,48.0,23.0,1.0,0.667,-0.6775673817877759
1.0,5.0,0.354,48.67,48.0,48.0,32.0,1.0,1.0,-0.42889074143586725
2.0,8.0,0.243,56.0,48.0,56.0,20.0,1.0,0.857,-0.67739222876139
2.0,6.0,0.254,48.4,56.0,48.0,26.0,1.0,1.167,-0.5954823380989201
1.0,7.0,0.284,40.27,48.0,40.0,24.0,1.0,1.2,-0.5534532170704067
3.0,9.0,0.121,32.0,40.0,32.0,23.0,1.0,1.25,-0.8830074543456212
2.0,4.0,0.29,28.33,32.0,64.0,286.0,0.443,0.5,-2.710284432886208
1.0,9.0,0.425,64.33,64.0,64.0,23.0,1.0,1.0,-0.5749463104784068
1.0,6.0,0.467,63.67,64.0,64.0,28.0,0.995,1.0,-0.8765484780035642
3.0,7.0,0.214,64.33,64.0,64.0,22.0,1.0,1.0,-0.7633897957059634
2.0,4.0,0.274,29.6,64.0,72.0,309.0,0.411,0.889,-2.803245207338209
3.0,4.0,0.211,62.8,72.0,64.0,58.0,0.981,1.125,-1.7524995061813227
2.0,8.0,0.204,48.07,64.0,48.0,23.0,1.0,1.333,-0.6974374604907817
1.0,6.0,0.245,32.0,48.0,32.0,35.0,1.0,1.5,-0.5359907488198368
3.0,5.0,0.269,79.87,32.0,80.0,28.0,0.998,0.4,-1.1010792258616142
3.0,7.0,0.198,64.2,80.0,64.0,23.0,1.0,1.25,-0.7726484786518024
2.0,4.0,0.274,26.73,64.0,64.0,297.0,0.418,1.0,-2.7684734012589396
2.0,5.0,0.31,56.2,64.0,56.0,44.0,1.0,1.143,-0.5183991828648663
3.0,7.0,0.185,56.13,56.0,56.0,23.0,1.0,1.0,-0.7803285537928457
2.0,9.0,0.23,48.27,56.0,48.0,24.0,1.0,1.167,-0.721840521442366
3.0,5.0,0.147,40.47,48.0,40.0,28.0,1.0,1.2,-0.738072629527514
2.0,4.0,0.264,17.93,40.0,64.0,450.0,0.28,0.625,-3.234514481670868
1.0,4.0,0.358,55.67,64.0,56.0,84.0,0.994,1.143,-1.608669899081272
1.0,9.0,0.392,56.73,56.0,56.0,24.0,1.0,1.0,-0.5876082080631241
1.0,5.0,0.403,56.73,56.0,56.0,39.0,1.0,1.0,-0.4038893944992551
2.0,7.0,0.263,56.2,56.0,56.0,26.0,1.0,1.0,-0.62936046159233
2.0,4.0,0.258,21.53,56.0,48.0,280.0,0.449,1.167,-2.7123509305605706
1.0,8.0,0.364,48.4,48.0,48.0,27.0,1.0,1.0,-0.5561987228999106
1.0,7.0,0.654,96.07,48.0,96.0,48.0,1.0,0.5,-0.4046902506454165
1.0,7.0,0.467,64.73,96.0,64.0,39.0,1.0,1.5,-0.47009554120920516
3.0,5.0,0.231,64.27,64.0,64.0,27.0,1.0,1.0,-0.6754139763913827
2.0,9.0,0.276,64.4,64.0,64.0,22.0,1.0,1.0,-0.7008606865333215
1.0,8.0,0.498,72.13,64.0,72.0,26.0,1.0,0.889,-0.5030037351834888
2.0,6.0,0.303,80.2,72.0,80.0,29.0,1.0,0.9,-0.5675630097634852
1.0,8.0,0.675,104.13,80.0,104.0,25.0,1.0,0.769,-0.44510073565852426
1.0,5.0,0.499,72.33,104.0,96.0,167.0,0.753,1.083,-2.0425515653450605
2.0,6.0,0.49,113.0,96.0,112.0,47.0,1.0,0.857,-0.4797063112059795
3.0,6.0,0.343,136.13,112.0,136.0,27.0,1.0,0.824,-0.6533589300419547
2.0,4.0,0.253,23.2,136.0,80.0,433.0,0.29,1.7,-3.1986941795796175
1.0,5.0,0.491,72.4,80.0,72.0,36.0,1.0,1.111,-0.36470273318596724
2.0,5.0,0.336,86.93,72.0,88.0,35.0,0.988,0.818,-0.9590850089551072
1.0,9.0,0.598,96.0,88.0,96.0,30.0,1.0,0.917,-0.5156575383312142
3.0,4.0,0.269,49.8,96.0,104.0,264.0,0.479,0.923,-2.746763227650328
2.0,4.0,0.363,92.13,104.0,144.0,191.0,0.64,0.722,-2.2613941162183218
1.0,9.0,0.811,135.8,144.0,136.0,51.0,0.999,1.059,-1.518150356174339
1.0,9.0,0.902,162.6,136.0,176.0,133.0,0.924,0.773,-1.707859013245308
3.0,6.0,0.337,112.0,176.0,112.0,30.0,1.0,1.571,-0.6564437234254434
1.0,7.0,0.699,112.2,112.0,128.0,142.0,0.877,0.875,-1.9196848768771428
